refFile;testFile;Mqs;Mcs;HRC;videoDegradationType;videoCodec;videoBitrate;packetLossRate;freezingPauses;freezingLength
v27;v27_ANC1;4.85;3.333333333;ANC1;packetLoss;-;-;-;-;-
v27;v27_ANC2;4.586666667;4;ANC2;frameFreezing;-;-;-;0;0
v27;v27_HRC10;3.833333333;2.666666667;HRC10;frameFreezing;H.264;16000;-;1;2
v27;v27_HRC5;3.63;4.166666667;HRC5;packetLoss;H.265;8000;0.01;-;-
v27;v27_HRC4;2.715;4;HRC4;packetLoss;H.265;1000;0.03;-;-
v27;v27_HRC8;2.6975;4;HRC8;frameFreezing;H.265;1000;-;2;4
v27;v27_HRC9;2.491666667;3;HRC9;frameFreezing;H.264;2000;-;2;4
v27;v27_HRC7;2.45875;3625;HRC7;frameFreezing;H.264;800;-;3;7
v27;v27_HRC3;2.184;3.8;HRC3;packetLoss;H.264;2000;0.05;-;-
v27;v27_HRC1;1.8025;3;HRC1;packetLoss;H.264;500;0.1;-;-
v27;v27_HRC6;1.344285714;2.571428571;HRC6;frameFreezing;H.265;200;-;3;8
v27;v27_HRC2;1.275;3.2;HRC2;packetLoss;H.265;400;0.08;-;-
v28;v28_ANC2;4.57;4.2;ANC2;frameFreezing;-;-;-;0;0
v28;v28_ANC1;4.044;3.8;ANC1;packetLoss;-;-;-;-;-
v28;v28_HRC10;3.693333333;4;HRC10;frameFreezing;H.264;16000;-;1;2
v28;v28_HRC9;3.4325;3.5;HRC9;frameFreezing;H.264;2000;-;2;4
v28;v28_HRC5;3.43;3.5;HRC5;packetLoss;H.265;8000;0.01;-;-
v28;v28_HRC8;2.82;2.833333333;HRC8;frameFreezing;H.265;1000;-;2;4
v28;v28_HRC2;2.38;3.166666667;HRC2;packetLoss;H.265;400;0.08;-;-
v28;v28_HRC7;2.13;3.333333333;HRC7;frameFreezing;H.264;800;-;3;7
v28;v28_HRC1;2.087142857;2.857142857;HRC1;packetLoss;H.264;500;0.1;-;-
v28;v28_HRC4;2.04;3;HRC4;packetLoss;H.265;1000;0.03;-;-
v28;v28_HRC3;1.875;3;HRC3;packetLoss;H.264;2000;0.05;-;-
v28;v28_HRC6;1.807777778;3;HRC6;frameFreezing;H.265;200;-;3;8
v29;v29_ANC1;4.497777778;3.555555556;ANC1;packetLoss;-;-;-;-;-
v29;v29_ANC2;4.392;3.8;ANC2;frameFreezing;-;-;-;0;0
v29;v29_HRC9;4.05;3.666666667;HRC9;frameFreezing;H.264;2000;-;2;4
v29;v29_HRC10;3.893333333;2.666666667;HRC10;frameFreezing;H.264;16000;-;1;2
v29;v29_HRC5;3.215;3.25;HRC5;packetLoss;H.265;8000;0.01;-;-
v29;v29_HRC8;3.1;3.333333333;HRC8;frameFreezing;H.265;1000;-;2;4
v29;v29_HRC7;2.806666667;2;HRC7;frameFreezing;H.264;800;-;3;7
v29;v29_HRC1;2.112857143;2.857142857;HRC1;packetLoss;H.264;500;0.1;-;-
v29;v29_HRC6;2.053333333;2.166666667;HRC6;frameFreezing;H.265;200;-;3;8
v29;v29_HRC4;2.035;2.75;HRC4;packetLoss;H.265;1000;0.03;-;-
v29;v29_HRC3;1.61;2.5;HRC3;packetLoss;H.264;2000;0.05;-;-
v29;v29_HRC2;1.5075;2375;HRC2;packetLoss;H.265;400;0.08;-;-
v30;v30_ANC2;4.184;2.4;ANC2;frameFreezing;-;-;-;0;0
v30;v30_ANC1;3.876666667;3.5;ANC1;packetLoss;-;-;-;-;-
v30;v30_HRC10;3.5075;2875;HRC10;frameFreezing;H.264;16000;-;1;2
v30;v30_HRC9;3.29;3.2;HRC9;frameFreezing;H.264;2000;-;2;4
v30;v30_HRC5;2.9025;3.5;HRC5;packetLoss;H.265;8000;0.01;-;-
v30;v30_HRC8;2.822;3.8;HRC8;frameFreezing;H.265;1000;-;2;4
v30;v30_HRC4;2.4325;2625;HRC4;packetLoss;H.265;1000;0.03;-;-
v30;v30_HRC7;2.345;3;HRC7;frameFreezing;H.264;800;-;3;7
v30;v30_HRC2;2.14;3;HRC2;packetLoss;H.265;400;0.08;-;-
v30;v30_HRC3;2.0775;3.5;HRC3;packetLoss;H.264;2000;0.05;-;-
v30;v30_HRC6;2.028333333;3.333333333;HRC6;frameFreezing;H.265;200;-;3;8
v30;v30_HRC1;1.848571429;2.285714286;HRC1;packetLoss;H.264;500;0.1;-;-
v31;v31_ANC2;4.570909091;3.636363636;ANC2;frameFreezing;-;-;-;0;0
v31;v31_ANC1;4.336666667;3.5;ANC1;packetLoss;-;-;-;-;-
v31;v31_HRC10;4.0125;4;HRC10;frameFreezing;H.264;16000;-;1;2
v31;v31_HRC5;3.724;3.2;HRC5;packetLoss;H.265;8000;0.01;-;-
v31;v31_HRC9;3.655;3.5;HRC9;frameFreezing;H.264;2000;-;2;4
v31;v31_HRC4;2.97;4;HRC4;packetLoss;H.265;1000;0.03;-;-
v31;v31_HRC8;2.635;3;HRC8;frameFreezing;H.265;1000;-;2;4
v31;v31_HRC3;2.466666667;4;HRC3;packetLoss;H.264;2000;0.05;-;-
v31;v31_HRC6;2.362857143;3.142857143;HRC6;frameFreezing;H.265;200;-;3;8
v31;v31_HRC7;2.198;2.6;HRC7;frameFreezing;H.264;800;-;3;7
v31;v31_HRC2;2.19;3.25;HRC2;packetLoss;H.265;400;0.08;-;-
v31;v31_HRC1;1.918571429;3.285714286;HRC1;packetLoss;H.264;500;0.1;-;-
v32;v32_ANC2;4.835;4;ANC2;frameFreezing;-;-;-;0;0
v32;v32_ANC1;3.958;3;ANC1;packetLoss;-;-;-;-;-
v32;v32_HRC5;3.816666667;3.5;HRC5;packetLoss;H.265;8000;0.01;-;-
v32;v32_HRC10;3.72;4;HRC10;frameFreezing;H.264;16000;-;1;2
v32;v32_HRC8;3.3475;3.25;HRC8;frameFreezing;H.265;1000;-;2;4
v32;v32_HRC4;2.99;3;HRC4;packetLoss;H.265;1000;0.03;-;-
v32;v32_HRC9;2.606666667;3;HRC9;frameFreezing;H.264;2000;-;2;4
v32;v32_HRC7;2.456;3.1;HRC7;frameFreezing;H.264;800;-;3;7
v32;v32_HRC2;2.45;3;HRC2;packetLoss;H.265;400;0.08;-;-
v32;v32_HRC1;2.394;3;HRC1;packetLoss;H.264;500;0.1;-;-
v32;v32_HRC3;2.3475;3.25;HRC3;packetLoss;H.264;2000;0.05;-;-
v32;v32_HRC6;1.91;3.666666667;HRC6;frameFreezing;H.265;200;-;3;8
v33;v33_ANC1;4.398;3.6;ANC1;packetLoss;-;-;-;-;-
v33;v33_HRC10;4.045;2.7;HRC10;frameFreezing;H.264;16000;-;1;2
v33;v33_HRC8;3.06625;3125;HRC8;frameFreezing;H.265;1000;-;2;4
v33;v33_ANC2;3.001666667;3;ANC2;frameFreezing;-;-;-;0;0
v33;v33_HRC1;2.79;2.8;HRC1;packetLoss;H.264;500;0.1;-;-
v33;v33_HRC4;2.696666667;4.333333333;HRC4;packetLoss;H.265;1000;0.03;-;-
v33;v33_HRC5;2.4775;2.25;HRC5;packetLoss;H.265;8000;0.01;-;-
v33;v33_HRC7;2.4;2.8;HRC7;frameFreezing;H.264;800;-;3;7
v33;v33_HRC6;2.2725;3;HRC6;frameFreezing;H.265;200;-;3;8
v33;v33_HRC9;2.125;3;HRC9;frameFreezing;H.264;2000;-;2;4
v33;v33_HRC3;2.026;2.8;HRC3;packetLoss;H.264;2000;0.05;-;-
v33;v33_HRC2;1.66;3;HRC2;packetLoss;H.265;400;0.08;-;-
v34;v34_ANC2;4.745;5;ANC2;frameFreezing;-;-;-;0;0
v34;v34_ANC1;4.405;4.5;ANC1;packetLoss;-;-;-;-;-
v34;v34_HRC10;3.937777778;4.555555556;HRC10;frameFreezing;H.264;16000;-;1;2
v34;v34_HRC5;3.912857143;4.142857143;HRC5;packetLoss;H.265;8000;0.01;-;-
v34;v34_HRC9;3.876666667;4.333333333;HRC9;frameFreezing;H.264;2000;-;2;4
v34;v34_HRC8;3.336666667;4.5;HRC8;frameFreezing;H.265;1000;-;2;4
v34;v34_HRC4;3.142857143;3.857142857;HRC4;packetLoss;H.265;1000;0.03;-;-
v34;v34_HRC6;2.856666667;3.666666667;HRC6;frameFreezing;H.265;200;-;3;8
v34;v34_HRC2;2.36;3.285714286;HRC2;packetLoss;H.265;400;0.08;-;-
v34;v34_HRC3;2.095;3.5;HRC3;packetLoss;H.264;2000;0.05;-;-
v34;v34_HRC7;1.884;3.8;HRC7;frameFreezing;H.264;800;-;3;7
v34;v34_HRC1;1.6975;3625;HRC1;packetLoss;H.264;500;0.1;-;-
v35;v35_ANC1;4.715;3.5;ANC1;packetLoss;-;-;-;-;-
v35;v35_ANC2;4.621428571;3.714285714;ANC2;frameFreezing;-;-;-;0;0
v35;v35_HRC10;4.2575;3875;HRC10;frameFreezing;H.264;16000;-;1;2
v35;v35_HRC9;3.62;2.25;HRC9;frameFreezing;H.264;2000;-;2;4
v35;v35_HRC8;3.01;3;HRC8;frameFreezing;H.265;1000;-;2;4
v35;v35_HRC4;2.813333333;3.166666667;HRC4;packetLoss;H.265;1000;0.03;-;-
v35;v35_HRC5;2.7725;3.25;HRC5;packetLoss;H.265;8000;0.01;-;-
v35;v35_HRC3;2.634;3.4;HRC3;packetLoss;H.264;2000;0.05;-;-
v35;v35_HRC2;2.503333333;3.5;HRC2;packetLoss;H.265;400;0.08;-;-
v35;v35_HRC7;2.3075;3.25;HRC7;frameFreezing;H.264;800;-;3;7
v35;v35_HRC6;2.123333333;2.666666667;HRC6;frameFreezing;H.265;200;-;3;8
v35;v35_HRC1;2.01;2.8;HRC1;packetLoss;H.264;500;0.1;-;-
v36;v36_ANC2;4.388571429;3.428571429;ANC2;frameFreezing;-;-;-;0;0
v36;v36_ANC1;3.843333333;3.333333333;ANC1;packetLoss;-;-;-;-;-
v36;v36_HRC10;3.738;3;HRC10;frameFreezing;H.264;16000;-;1;2
v36;v36_HRC5;3.293333333;1.666666667;HRC5;packetLoss;H.265;8000;0.01;-;-
v36;v36_HRC9;3.2275;3;HRC9;frameFreezing;H.264;2000;-;2;4
v36;v36_HRC8;3.198;2.8;HRC8;frameFreezing;H.265;1000;-;2;4
v36;v36_HRC3;2.41375;2875;HRC3;packetLoss;H.264;2000;0.05;-;-
v36;v36_HRC2;2.35;2.666666667;HRC2;packetLoss;H.265;400;0.08;-;-
v36;v36_HRC6;2.34;1.666666667;HRC6;frameFreezing;H.265;200;-;3;8
v36;v36_HRC4;2.295;4;HRC4;packetLoss;H.265;1000;0.03;-;-
v36;v36_HRC7;2.25;2.857142857;HRC7;frameFreezing;H.264;800;-;3;7
v36;v36_HRC1;2.105;2125;HRC1;packetLoss;H.264;500;0.1;-;-
v37;v37_ANC2;4.145;3.5;ANC2;frameFreezing;-;-;-;0;0
v37;v37_HRC10;3.878;2.4;HRC10;frameFreezing;H.264;16000;-;1;2
v37;v37_HRC9;2.926;2;HRC9;frameFreezing;H.264;2000;-;2;4
v37;v37_HRC4;2.452;3.4;HRC4;packetLoss;H.265;1000;0.03;-;-
v37;v37_HRC6;1.315;2.5;HRC6;frameFreezing;H.265;200;-;3;8
v37;v37_ANC1;3.432857143;3.142857143;ANC1;packetLoss;-;-;-;-;-
v37;v37_HRC5;3.192222222;2.555555556;HRC5;packetLoss;H.265;8000;0.01;-;-
v37;v37_HRC8;2.76125;2.25;HRC8;frameFreezing;H.265;1000;-;2;4
v37;v37_HRC1;2.56;3;HRC1;packetLoss;H.264;500;0.1;-;-
v37;v37_HRC3;2;3;HRC3;packetLoss;H.264;2000;0.05;-;-
v37;v37_HRC7;1.973333333;2.666666667;HRC7;frameFreezing;H.264;800;-;3;7
v37;v37_HRC2;1.8075;2.25;HRC2;packetLoss;H.265;400;0.08;-;-
v38;v38_ANC1;4.008;3.4;ANC1;packetLoss;-;-;-;-;-
v38;v38_HRC9;2.584;3;HRC9;frameFreezing;H.264;2000;-;2;4
v38;v38_HRC7;2.082;3;HRC7;frameFreezing;H.264;800;-;3;7
v38;v38_ANC2;4.516666667;3.5;ANC2;frameFreezing;-;-;-;0;0
v38;v38_HRC10;3.93;5;HRC10;frameFreezing;H.264;16000;-;1;2
v38;v38_HRC8;3.67;4;HRC8;frameFreezing;H.265;1000;-;2;4
v38;v38_HRC5;3.628333333;3.833333333;HRC5;packetLoss;H.265;8000;0.01;-;-
v38;v38_HRC4;2.82;3.428571429;HRC4;packetLoss;H.265;1000;0.03;-;-
v38;v38_HRC3;2.447142857;3.428571429;HRC3;packetLoss;H.264;2000;0.05;-;-
v38;v38_HRC2;1.96125;3625;HRC2;packetLoss;H.265;400;0.08;-;-
v38;v38_HRC6;1.7525;3.5;HRC6;frameFreezing;H.265;200;-;3;8
v38;v38_HRC1;1.691666667;2.833333333;HRC1;packetLoss;H.264;500;0.1;-;-
v39;v39_HRC9;3.525;3.25;HRC9;frameFreezing;H.264;2000;-;2;4
v39;v39_HRC5;3.384;3.8;HRC5;packetLoss;H.265;8000;0.01;-;-
v39;v39_HRC1;2.348;3;HRC1;packetLoss;H.264;500;0.1;-;-
v39;v39_HRC6;1.495;2;HRC6;frameFreezing;H.265;200;-;3;8
v39;v39_ANC2;4.43;3.666666667;ANC2;frameFreezing;-;-;-;0;0
v39;v39_ANC1;4.203333333;3.5;ANC1;packetLoss;-;-;-;-;-
v39;v39_HRC10;4.043333333;3.333333333;HRC10;frameFreezing;H.264;16000;-;1;2
v39;v39_HRC4;3.11;2.5;HRC4;packetLoss;H.265;1000;0.03;-;-
v39;v39_HRC7;2.866666667;2.666666667;HRC7;frameFreezing;H.264;800;-;3;7
v39;v39_HRC3;2.49125;3125;HRC3;packetLoss;H.264;2000;0.05;-;-
v39;v39_HRC2;1.978333333;3.5;HRC2;packetLoss;H.265;400;0.08;-;-
v39;v39_HRC8;1.87;4.333333333;HRC8;frameFreezing;H.265;1000;-;2;4
v40;v40_HRC3;2.498;3.6;HRC3;packetLoss;H.264;2000;0.05;-;-
v40;v40_ANC2;4.69;3.6;ANC2;frameFreezing;-;-;-;0;0
v40;v40_ANC1;4.2475;3.75;ANC1;packetLoss;-;-;-;-;-
v40;v40_HRC10;4.07;3.571428571;HRC10;frameFreezing;H.264;16000;-;1;2
v40;v40_HRC5;3.421666667;4;HRC5;packetLoss;H.265;8000;0.01;-;-
v40;v40_HRC8;3.027272727;3.181818182;HRC8;frameFreezing;H.265;1000;-;2;4
v40;v40_HRC9;2.74;3.333333333;HRC9;frameFreezing;H.264;2000;-;2;4
v40;v40_HRC4;2.67;3.75;HRC4;packetLoss;H.265;1000;0.03;-;-
v40;v40_HRC7;2.06;3;HRC7;frameFreezing;H.264;800;-;3;7
v40;v40_HRC1;1.72;3;HRC1;packetLoss;H.264;500;0.1;-;-
v40;v40_HRC2;1.59;4;HRC2;packetLoss;H.265;400;0.08;-;-
v40;v40_HRC6;1.169090909;2.090909091;HRC6;frameFreezing;H.265;200;-;3;8
v41;v41_ANC2;4.432;3.2;ANC2;frameFreezing;-;-;-;0;0
v41;v41_HRC8;3.635;2.75;HRC8;frameFreezing;H.265;1000;-;2;4
v41;v41_HRC4;2.805;4;HRC4;packetLoss;H.265;1000;0.03;-;-
v41;v41_HRC9;2.745;3.5;HRC9;frameFreezing;H.264;2000;-;2;4
v41;v41_HRC2;2.044;2.6;HRC2;packetLoss;H.265;400;0.08;-;-
v41;v41_ANC1;4.411428571;3.571428571;ANC1;packetLoss;-;-;-;-;-
v41;v41_HRC10;4.346666667;3.333333333;HRC10;frameFreezing;H.264;16000;-;1;2
v41;v41_HRC5;3.99;3.222222222;HRC5;packetLoss;H.265;8000;0.01;-;-
v41;v41_HRC3;2.941111111;3.444444444;HRC3;packetLoss;H.264;2000;0.05;-;-
v41;v41_HRC7;2.37;2.833333333;HRC7;frameFreezing;H.264;800;-;3;7
v41;v41_HRC6;1.953333333;3.333333333;HRC6;frameFreezing;H.265;200;-;3;8
v41;v41_HRC1;1.888333333;3.333333333;HRC1;packetLoss;H.264;500;0.1;-;-
v42;v42_HRC10;4.042;3.2;HRC10;frameFreezing;H.264;16000;-;1;2
v42;v42_HRC5;3.824;2.4;HRC5;packetLoss;H.265;8000;0.01;-;-
v42;v42_HRC4;2.368;1.8;HRC4;packetLoss;H.265;1000;0.03;-;-
v42;v42_HRC7;1.775;2.25;HRC7;frameFreezing;H.264;800;-;3;7
v42;v42_ANC2;4.853333333;3.333333333;ANC2;frameFreezing;-;-;-;0;0
v42;v42_HRC9;3.09;2.5;HRC9;frameFreezing;H.264;2000;-;2;4
v42;v42_HRC8;3.003333333;2.777777778;HRC8;frameFreezing;H.265;1000;-;2;4
v42;v42_HRC3;2.733333333;3.5;HRC3;packetLoss;H.264;2000;0.05;-;-
v42;v42_HRC6;2.43;2.25;HRC6;frameFreezing;H.265;200;-;3;8
v42;v42_HRC1;1.741111111;2;HRC1;packetLoss;H.264;500;0.1;-;-
v42;v42_HRC2;1.735714286;2.285714286;HRC2;packetLoss;H.265;400;0.08;-;-
v42;v42_ANC1;0;0;ANC1;packetLoss;-;-;-;-;-
