refFile;testFile;Mqs;Mcs;HRC;videoDegradationType;videoCodec;videoBitrate;packetLossRate;freezingPauses;freezingLength
v58;v58_HRC3;2.7825;2.75;HRC3;packetLoss;H.264;2000;0.05;-;-
v58;v58_HRC4;2.1175;3.5;HRC4;packetLoss;H.265;1000;0.03;-;-
v58;v58_HRC5;3.326666667;3.333333333;HRC5;packetLoss;H.265;8000;0.01;-;-
v58;v58_HRC6;2.235;3.0;HRC6;frameFreezing;H.265;200;-;3;8
v58;v58_HRC7;2.9866666669999997;3.0;HRC7;frameFreezing;H.264;800;-;3;7
v58;v58_HRC8;3.133333333;3.0;HRC8;frameFreezing;H.265;1000;-;2;4
v58;v58_HRC9;3.507142857;3.428571429;HRC9;frameFreezing;H.264;2000;-;2;4
v47;v47_ANC1;4.715;4.0;ANC1;packetLoss;-;-;-;-;-
v47;v47_ANC2;4.9725;3.5;ANC2;frameFreezing;-;-;-;0;0
v47;v47_HRC1;2.215;3.5;HRC1;packetLoss;H.264;500;0.1;-;-
v47;v47_HRC10;3.7033333330000002;3.666666667;HRC10;frameFreezing;H.264;16000;-;1;2
v47;v47_HRC2;2.49;3.833333333;HRC2;packetLoss;H.265;400;0.08;-;-
v47;v47_HRC3;2.721818182;3.545454545;HRC3;packetLoss;H.264;2000;0.05;-;-
v47;v47_HRC4;2.725;3.5;HRC4;packetLoss;H.265;1000;0.03;-;-
v47;v47_HRC5;3.5075;3.5;HRC5;packetLoss;H.265;8000;0.01;-;-
v47;v47_HRC6;1.8019999999999998;3.2;HRC6;frameFreezing;H.265;200;-;3;8
v47;v47_HRC7;2.298;3.3;HRC7;frameFreezing;H.264;800;-;3;7
v47;v47_HRC8;2.798;3.8;HRC8;frameFreezing;H.265;1000;-;2;4
v47;v47_HRC9;2.586666667;3.0;HRC9;frameFreezing;H.264;2000;-;2;4
v30;v30_ANC1;3.876666667;3.5;ANC1;packetLoss;-;-;-;-;-
v30;v30_ANC2;4.184;2.4;ANC2;frameFreezing;-;-;-;0;0
v30;v30_HRC1;1.8485714290000002;2.285714286;HRC1;packetLoss;H.264;500;0.1;-;-
v30;v30_HRC10;3.5075;2.875;HRC10;frameFreezing;H.264;16000;-;1;2
v30;v30_HRC2;2.14;3.0;HRC2;packetLoss;H.265;400;0.08;-;-
v30;v30_HRC3;2.0775;3.5;HRC3;packetLoss;H.264;2000;0.05;-;-
v30;v30_HRC4;2.4325;2.625;HRC4;packetLoss;H.265;1000;0.03;-;-
v30;v30_HRC5;2.9025;3.5;HRC5;packetLoss;H.265;8000;0.01;-;-
v30;v30_HRC6;2.028333333;3.333333333;HRC6;frameFreezing;H.265;200;-;3;8
v30;v30_HRC7;2.345;3.0;HRC7;frameFreezing;H.264;800;-;3;7
v30;v30_HRC8;2.822;3.8;HRC8;frameFreezing;H.265;1000;-;2;4
v30;v30_HRC9;3.29;3.2;HRC9;frameFreezing;H.264;2000;-;2;4
v11;v11_ANC1;4.47;4.0;ANC1;packetLoss;-;-;-;-;-
v11;v11_ANC2;4.623333333;3.5555555560000003;ANC2;frameFreezing;-;-;-;0;0
v11;v11_HRC1;1.696;3.2;HRC1;packetLoss;H.264;500;0.1;-;-
v11;v11_HRC10;3.875;3.5;HRC10;frameFreezing;H.264;16000;-;1;2
v11;v11_HRC2;2.118571429;2.857142857;HRC2;packetLoss;H.265;400;0.08;-;-
v11;v11_HRC3;2.506;2.6;HRC3;packetLoss;H.264;2000;0.05;-;-
v11;v11_HRC4;2.8939999999999997;3.2;HRC4;packetLoss;H.265;1000;0.03;-;-
v11;v11_HRC5;4.47;2.5;HRC5;packetLoss;H.265;8000;0.01;-;-
v11;v11_HRC6;1.7942857140000001;2.285714286;HRC6;frameFreezing;H.265;200;-;3;8
v11;v11_HRC7;2.536666667;2.666666667;HRC7;frameFreezing;H.264;800;-;3;7
v11;v11_HRC8;2.638571429;3.571428571;HRC8;frameFreezing;H.265;1000;-;2;4
v11;v11_HRC9;2.79;1.0;HRC9;frameFreezing;H.264;2000;-;2;4
v09;v09_ANC1;4.195;3.25;ANC1;packetLoss;-;-;-;-;-
v09;v09_ANC2;4.0;4.0;ANC2;frameFreezing;-;-;-;0;0
v09;v09_HRC1;2.755;4.5;HRC1;packetLoss;H.264;500;0.1;-;-
v09;v09_HRC10;4.1875;3.75;HRC10;frameFreezing;H.264;16000;-;1;2
v09;v09_HRC2;3.0733333330000003;3.0;HRC2;packetLoss;H.265;400;0.08;-;-
v09;v09_HRC3;2.88375;3.5;HRC3;packetLoss;H.264;2000;0.05;-;-
v09;v09_HRC4;3.1757142860000003;3.285714286;HRC4;packetLoss;H.265;1000;0.03;-;-
v09;v09_HRC5;3.778;3.2;HRC5;packetLoss;H.265;8000;0.01;-;-
v09;v09_HRC6;2.455;3.0;HRC6;frameFreezing;H.265;200;-;3;8
v09;v09_HRC7;2.806666667;3.333333333;HRC7;frameFreezing;H.264;800;-;3;7
v09;v09_HRC8;3.0133333330000003;3.333333333;HRC8;frameFreezing;H.265;1000;-;2;4
v09;v09_HRC9;3.28;3.3636363639999995;HRC9;frameFreezing;H.264;2000;-;2;4
v23;v23_ANC1;4.502;3.2;ANC1;packetLoss;-;-;-;-;-
v23;v23_ANC2;4.442;3.4;ANC2;frameFreezing;-;-;-;0;0
v23;v23_HRC1;1.24;3.5;HRC1;packetLoss;H.264;500;0.1;-;-
v23;v23_HRC10;4.216;2.8;HRC10;frameFreezing;H.264;16000;-;1;2
v23;v23_HRC2;1.79;2.6;HRC2;packetLoss;H.265;400;0.08;-;-
v23;v23_HRC3;2.42;1.75;HRC3;packetLoss;H.264;2000;0.05;-;-
v23;v23_HRC4;3.13;2.2;HRC4;packetLoss;H.265;1000;0.03;-;-
v23;v23_HRC5;3.115714286;3.428571429;HRC5;packetLoss;H.265;8000;0.01;-;-
v23;v23_HRC6;2.4;2.8;HRC6;frameFreezing;H.265;200;-;3;8
v23;v23_HRC7;2.19125;2.125;HRC7;frameFreezing;H.264;800;-;3;7
v23;v23_HRC8;3.252;2.4;HRC8;frameFreezing;H.265;1000;-;2;4
v23;v23_HRC9;3.1719999999999997;3.2;HRC9;frameFreezing;H.264;2000;-;2;4
v33;v33_ANC1;4.398;3.6;ANC1;packetLoss;-;-;-;-;-
v33;v33_ANC2;3.001666667;3.0;ANC2;frameFreezing;-;-;-;0;0
v33;v33_HRC1;2.79;2.8;HRC1;packetLoss;H.264;500;0.1;-;-
v33;v33_HRC10;4.045;2.7;HRC10;frameFreezing;H.264;16000;-;1;2
v33;v33_HRC2;1.66;3.0;HRC2;packetLoss;H.265;400;0.08;-;-
v33;v33_HRC3;2.026;2.8;HRC3;packetLoss;H.264;2000;0.05;-;-
v33;v33_HRC4;2.6966666669999997;4.333333333;HRC4;packetLoss;H.265;1000;0.03;-;-
v33;v33_HRC5;2.4775;2.25;HRC5;packetLoss;H.265;8000;0.01;-;-
v33;v33_HRC6;2.2725;3.0;HRC6;frameFreezing;H.265;200;-;3;8
v33;v33_HRC7;2.4;2.8;HRC7;frameFreezing;H.264;800;-;3;7
v33;v33_HRC8;3.06625;3.125;HRC8;frameFreezing;H.265;1000;-;2;4
v33;v33_HRC9;2.125;3.0;HRC9;frameFreezing;H.264;2000;-;2;4
v59;v59_ANC1;4.035;3.25;ANC1;packetLoss;-;-;-;-;-
v59;v59_ANC2;4.72;4.2;ANC2;frameFreezing;-;-;-;0;0
v59;v59_HRC1;2.75;5.0;HRC1;packetLoss;H.264;500;0.1;-;-
v59;v59_HRC10;3.9825;4.25;HRC10;frameFreezing;H.264;16000;-;1;2
v59;v59_HRC2;1.5625;2.625;HRC2;packetLoss;H.265;400;0.08;-;-
v59;v59_HRC3;2.846;4.0;HRC3;packetLoss;H.264;2000;0.05;-;-
v59;v59_HRC4;2.372857143;4.571428571;HRC4;packetLoss;H.265;1000;0.03;-;-
v59;v59_HRC5;3.885;3.75;HRC5;packetLoss;H.265;8000;0.01;-;-
v59;v59_HRC6;2.705;4.5;HRC6;frameFreezing;H.265;200;-;3;8
v59;v59_HRC7;2.636;3.0;HRC7;frameFreezing;H.264;800;-;3;7
v59;v59_HRC8;2.844;2.6;HRC8;frameFreezing;H.265;1000;-;2;4
v59;v59_HRC9;3.2260000000000004;3.8;HRC9;frameFreezing;H.264;2000;-;2;4
v14;v14_ANC1;3.995;2.75;ANC1;packetLoss;-;-;-;-;-
v14;v14_ANC2;4.5883333330000005;3.333333333;ANC2;frameFreezing;-;-;-;0;0
v14;v14_HRC1;1.8459999999999999;2.8;HRC1;packetLoss;H.264;500;0.1;-;-
v14;v14_HRC10;3.812;3.3;HRC10;frameFreezing;H.264;16000;-;1;2
v14;v14_HRC2;2.515;2.0;HRC2;packetLoss;H.265;400;0.08;-;-
v14;v14_HRC3;2.135;2.75;HRC3;packetLoss;H.264;2000;0.05;-;-
v14;v14_HRC4;2.265;3.166666667;HRC4;packetLoss;H.265;1000;0.03;-;-
v14;v14_HRC5;1.51;1.0;HRC5;packetLoss;H.265;8000;0.01;-;-
v14;v14_HRC6;1.528571429;2.5714285709999998;HRC6;frameFreezing;H.265;200;-;3;8
v14;v14_HRC7;2.6425;2.25;HRC7;frameFreezing;H.264;800;-;3;7
v14;v14_HRC8;3.02;2.857142857;HRC8;frameFreezing;H.265;1000;-;2;4
v14;v14_HRC9;3.534;3.4;HRC9;frameFreezing;H.264;2000;-;2;4
v15;v15_ANC1;3.906666667;3.0;ANC1;packetLoss;-;-;-;-;-
v15;v15_ANC2;4.33;2.0;ANC2;frameFreezing;-;-;-;0;0
v15;v15_HRC1;2.39;3.142857143;HRC1;packetLoss;H.264;500;0.1;-;-
v15;v15_HRC10;3.3875;3.5;HRC10;frameFreezing;H.264;16000;-;1;2
v15;v15_HRC2;2.06;3.0;HRC2;packetLoss;H.265;400;0.08;-;-
v15;v15_HRC3;2.128571429;2.857142857;HRC3;packetLoss;H.264;2000;0.05;-;-
v15;v15_HRC4;2.4318181819999998;3.454545455;HRC4;packetLoss;H.265;1000;0.03;-;-
v15;v15_HRC5;3.3475;3.75;HRC5;packetLoss;H.265;8000;0.01;-;-
v15;v15_HRC6;2.2725;3.0;HRC6;frameFreezing;H.265;200;-;3;8
v15;v15_HRC7;1.93;2.666666667;HRC7;frameFreezing;H.264;800;-;3;7
v15;v15_HRC8;2.593333333;4.0;HRC8;frameFreezing;H.265;1000;-;2;4
v15;v15_HRC9;2.483333333;2.666666667;HRC9;frameFreezing;H.264;2000;-;2;4
v22;v22_ANC1;4.532857143;3.142857143;ANC1;packetLoss;-;-;-;-;-
v22;v22_ANC2;4.27;2.4;ANC2;frameFreezing;-;-;-;0;0
v22;v22_HRC1;2.418;2.2;HRC1;packetLoss;H.264;500;0.1;-;-
v22;v22_HRC10;4.0575;3.0;HRC10;frameFreezing;H.264;16000;-;1;2
v22;v22_HRC2;3.705;2.5;HRC2;packetLoss;H.265;400;0.08;-;-
v22;v22_HRC3;3.6260000000000003;3.0;HRC3;packetLoss;H.264;2000;0.05;-;-
v22;v22_HRC4;3.56;2.333333333;HRC4;packetLoss;H.265;1000;0.03;-;-
v22;v22_HRC5;4.583333333;4.333333333;HRC5;packetLoss;H.265;8000;0.01;-;-
v22;v22_HRC6;2.316666667;3.0;HRC6;frameFreezing;H.265;200;-;3;8
v22;v22_HRC7;2.505;3.0;HRC7;frameFreezing;H.264;800;-;3;7
v22;v22_HRC8;3.42;3.25;HRC8;frameFreezing;H.265;1000;-;2;4
v22;v22_HRC9;3.88375;3.375;HRC9;frameFreezing;H.264;2000;-;2;4
v13;v13_ANC1;3.43;3.666666667;ANC1;packetLoss;-;-;-;-;-
v13;v13_ANC2;4.44;4.0;ANC2;frameFreezing;-;-;-;0;0
v13;v13_HRC1;1.898571429;3.0;HRC1;packetLoss;H.264;500;0.1;-;-
v13;v13_HRC10;3.35;3.25;HRC10;frameFreezing;H.264;16000;-;1;2
v13;v13_HRC2;1.5966666669999998;4.0;HRC2;packetLoss;H.265;400;0.08;-;-
v13;v13_HRC3;2.9866666669999997;3.666666667;HRC3;packetLoss;H.264;2000;0.05;-;-
v13;v13_HRC4;2.98;3.0;HRC4;packetLoss;H.265;1000;0.03;-;-
v13;v13_HRC5;3.45;3.0;HRC5;packetLoss;H.265;8000;0.01;-;-
v13;v13_HRC6;1.8519999999999999;2.8;HRC6;frameFreezing;H.265;200;-;3;8
v13;v13_HRC7;3.44;3.5;HRC7;frameFreezing;H.264;800;-;3;7
v13;v13_HRC8;2.7485714289999996;3.142857143;HRC8;frameFreezing;H.265;1000;-;2;4
v13;v13_HRC9;3.5491666669999997;3.166666667;HRC9;frameFreezing;H.264;2000;-;2;4
v25;v25_ANC1;4.612857143;2.0;ANC1;packetLoss;-;-;-;-;-
v25;v25_ANC2;4.632;2.6;ANC2;frameFreezing;-;-;-;0;0
v25;v25_HRC1;2.616666667;1.333333333;HRC1;packetLoss;H.264;500;0.1;-;-
v25;v25_HRC10;4.06;3.166666667;HRC10;frameFreezing;H.264;16000;-;1;2
v25;v25_HRC2;1.976666667;1.8333333330000001;HRC2;packetLoss;H.265;400;0.08;-;-
v25;v25_HRC3;2.98;2.0;HRC3;packetLoss;H.264;2000;0.05;-;-
v25;v25_HRC4;3.17;2.666666667;HRC4;packetLoss;H.265;1000;0.03;-;-
v25;v25_HRC5;3.8760000000000003;2.8;HRC5;packetLoss;H.265;8000;0.01;-;-
v25;v25_HRC6;1.97;2.333333333;HRC6;frameFreezing;H.265;200;-;3;8
v25;v25_HRC7;2.428888889;2.222222222;HRC7;frameFreezing;H.264;800;-;3;7
v25;v25_HRC8;3.522857143;2.714285714;HRC8;frameFreezing;H.265;1000;-;2;4
v25;v25_HRC9;2.496666667;2.666666667;HRC9;frameFreezing;H.264;2000;-;2;4
v02;v02_ANC1;3.884;3.4;ANC1;packetLoss;-;-;-;-;-
v02;v02_ANC2;4.62;3.25;ANC2;frameFreezing;-;-;-;0;0
v02;v02_HRC1;2.14;4.0;HRC1;packetLoss;H.264;500;0.1;-;-
v02;v02_HRC10;4.04125;3.0;HRC10;frameFreezing;H.264;16000;-;1;2
v02;v02_HRC2;2.48;3.0;HRC2;packetLoss;H.265;400;0.08;-;-
v02;v02_HRC3;2.53;2.666666667;HRC3;packetLoss;H.264;2000;0.05;-;-
v02;v02_HRC4;3.143333333;3.666666667;HRC4;packetLoss;H.265;1000;0.03;-;-
v02;v02_HRC5;3.57;3.666666667;HRC5;packetLoss;H.265;8000;0.01;-;-
v02;v02_HRC6;2.1942857140000003;2.857142857;HRC6;frameFreezing;H.265;200;-;3;8
v02;v02_HRC7;2.336666667;2.666666667;HRC7;frameFreezing;H.264;800;-;3;7
v02;v02_HRC8;2.761818182;3.454545455;HRC8;frameFreezing;H.265;1000;-;2;4
v02;v02_HRC9;3.663333333;3.666666667;HRC9;frameFreezing;H.264;2000;-;2;4
v52;v52_ANC1;4.966666667;4.0;ANC1;packetLoss;-;-;-;-;-
v52;v52_ANC2;4.5;3.0;ANC2;frameFreezing;-;-;-;0;0
v52;v52_HRC1;2.7325;3.75;HRC1;packetLoss;H.264;500;0.1;-;-
v52;v52_HRC10;4.4719999999999995;4.2;HRC10;frameFreezing;H.264;16000;-;1;2
v52;v52_HRC2;1.71;3.571428571;HRC2;packetLoss;H.265;400;0.08;-;-
v52;v52_HRC3;3.062;3.6;HRC3;packetLoss;H.264;2000;0.05;-;-
v52;v52_HRC4;3.154;3.6;HRC4;packetLoss;H.265;1000;0.03;-;-
v52;v52_HRC5;3.82;3.285714286;HRC5;packetLoss;H.265;8000;0.01;-;-
v52;v52_HRC6;1.7425;3.5;HRC6;frameFreezing;H.265;200;-;3;8
v52;v52_HRC7;2.4533333330000002;3.333333333;HRC7;frameFreezing;H.264;800;-;3;7
v52;v52_HRC8;3.633333333;3.166666667;HRC8;frameFreezing;H.265;1000;-;2;4
v52;v52_HRC9;3.555;3.25;HRC9;frameFreezing;H.264;2000;-;2;4
v31;v31_ANC1;4.336666667;3.5;ANC1;packetLoss;-;-;-;-;-
v31;v31_ANC2;4.570909091;3.6363636360000005;ANC2;frameFreezing;-;-;-;0;0
v31;v31_HRC1;1.918571429;3.285714286;HRC1;packetLoss;H.264;500;0.1;-;-
v31;v31_HRC10;4.0125;4.0;HRC10;frameFreezing;H.264;16000;-;1;2
v31;v31_HRC2;2.19;3.25;HRC2;packetLoss;H.265;400;0.08;-;-
v31;v31_HRC3;2.4666666669999997;4.0;HRC3;packetLoss;H.264;2000;0.05;-;-
v31;v31_HRC4;2.97;4.0;HRC4;packetLoss;H.265;1000;0.03;-;-
v31;v31_HRC5;3.7239999999999998;3.2;HRC5;packetLoss;H.265;8000;0.01;-;-
v31;v31_HRC6;2.3628571430000003;3.142857143;HRC6;frameFreezing;H.265;200;-;3;8
v31;v31_HRC7;2.198;2.6;HRC7;frameFreezing;H.264;800;-;3;7
v31;v31_HRC8;2.635;3.0;HRC8;frameFreezing;H.265;1000;-;2;4
v31;v31_HRC9;3.655;3.5;HRC9;frameFreezing;H.264;2000;-;2;4
v29;v29_ANC1;4.497777778000001;3.5555555560000003;ANC1;packetLoss;-;-;-;-;-
v29;v29_ANC2;4.3919999999999995;3.8;ANC2;frameFreezing;-;-;-;0;0
v29;v29_HRC1;2.1128571430000003;2.857142857;HRC1;packetLoss;H.264;500;0.1;-;-
v29;v29_HRC10;3.893333333;2.666666667;HRC10;frameFreezing;H.264;16000;-;1;2
v29;v29_HRC2;1.5075;2.375;HRC2;packetLoss;H.265;400;0.08;-;-
v29;v29_HRC3;1.61;2.5;HRC3;packetLoss;H.264;2000;0.05;-;-
v29;v29_HRC4;2.035;2.75;HRC4;packetLoss;H.265;1000;0.03;-;-
v29;v29_HRC5;3.215;3.25;HRC5;packetLoss;H.265;8000;0.01;-;-
v29;v29_HRC6;2.0533333330000003;2.166666667;HRC6;frameFreezing;H.265;200;-;3;8
v29;v29_HRC7;2.806666667;2.0;HRC7;frameFreezing;H.264;800;-;3;7
v29;v29_HRC8;3.1;3.333333333;HRC8;frameFreezing;H.265;1000;-;2;4
v29;v29_HRC9;4.05;3.666666667;HRC9;frameFreezing;H.264;2000;-;2;4
v51;v51_ANC1;4.6425;3.25;ANC1;packetLoss;-;-;-;-;-
v51;v51_ANC2;4.934;3.6;ANC2;frameFreezing;-;-;-;0;0
v51;v51_HRC1;1.63;3.0;HRC1;packetLoss;H.264;500;0.1;-;-
v51;v51_HRC10;3.135;3.5;HRC10;frameFreezing;H.264;16000;-;1;2
v51;v51_HRC2;2.005;3.25;HRC2;packetLoss;H.265;400;0.08;-;-
v51;v51_HRC3;2.935714286;3.428571429;HRC3;packetLoss;H.264;2000;0.05;-;-
v51;v51_HRC4;2.5;3.0;HRC4;packetLoss;H.265;1000;0.03;-;-
v51;v51_HRC5;3.01;3.75;HRC5;packetLoss;H.265;8000;0.01;-;-
v51;v51_HRC6;2.01;3.5;HRC6;frameFreezing;H.265;200;-;3;8
v51;v51_HRC7;2.6239999999999997;3.4;HRC7;frameFreezing;H.264;800;-;3;7
v51;v51_HRC8;2.968333333;3.333333333;HRC8;frameFreezing;H.265;1000;-;2;4
v51;v51_HRC9;3.1860000000000004;3.2;HRC9;frameFreezing;H.264;2000;-;2;4
v50;v50_ANC1;4.84;3.0;ANC1;packetLoss;-;-;-;-;-
v50;v50_ANC2;4.7375;4.25;ANC2;frameFreezing;-;-;-;0;0
v50;v50_HRC1;1.601111111;3.0;HRC1;packetLoss;H.264;500;0.1;-;-
v50;v50_HRC10;4.52;3.0;HRC10;frameFreezing;H.264;16000;-;1;2
v50;v50_HRC2;1.415;2.5;HRC2;packetLoss;H.265;400;0.08;-;-
v50;v50_HRC3;2.158571429;3.142857143;HRC3;packetLoss;H.264;2000;0.05;-;-
v50;v50_HRC4;2.468;3.8;HRC4;packetLoss;H.265;1000;0.03;-;-
v50;v50_HRC5;3.9575;4.25;HRC5;packetLoss;H.265;8000;0.01;-;-
v50;v50_HRC6;1.158888889;1.888888889;HRC6;frameFreezing;H.265;200;-;3;8
v50;v50_HRC7;2.71;3.0;HRC7;frameFreezing;H.264;800;-;3;7
v50;v50_HRC8;2.798333333;2.833333333;HRC8;frameFreezing;H.265;1000;-;2;4
v50;v50_HRC9;2.745;3.5;HRC9;frameFreezing;H.264;2000;-;2;4
v12;v12_ANC1;3.596666667;2.0;ANC1;packetLoss;-;-;-;-;-
v12;v12_ANC2;4.406666667;3.333333333;ANC2;frameFreezing;-;-;-;0;0
v12;v12_HRC1;2.642;3.2;HRC1;packetLoss;H.264;500;0.1;-;-
v12;v12_HRC10;3.61;3.333333333;HRC10;frameFreezing;H.264;16000;-;1;2
v12;v12_HRC2;1.839;2.6;HRC2;packetLoss;H.265;400;0.08;-;-
v12;v12_HRC3;3.188;2.6;HRC3;packetLoss;H.264;2000;0.05;-;-
v12;v12_HRC4;2.586666667;3.166666667;HRC4;packetLoss;H.265;1000;0.03;-;-
v12;v12_HRC5;2.686666667;3.333333333;HRC5;packetLoss;H.265;8000;0.01;-;-
v12;v12_HRC6;1.5075;3.0;HRC6;frameFreezing;H.265;200;-;3;8
v12;v12_HRC7;2.516666667;2.666666667;HRC7;frameFreezing;H.264;800;-;3;7
v12;v12_HRC8;2.6766666669999997;2.333333333;HRC8;frameFreezing;H.265;1000;-;2;4
v12;v12_HRC9;2.8025;2.75;HRC9;frameFreezing;H.264;2000;-;2;4
v26;v26_ANC1;4.13;3.333333333;ANC1;packetLoss;-;-;-;-;-
v26;v26_ANC2;4.63375;3.125;ANC2;frameFreezing;-;-;-;0;0
v26;v26_HRC1;1.493333333;2.333333333;HRC1;packetLoss;H.264;500;0.1;-;-
v26;v26_HRC10;4.271666667;4.0;HRC10;frameFreezing;H.264;16000;-;1;2
v26;v26_HRC2;2.06375;3.0;HRC2;packetLoss;H.265;400;0.08;-;-
v26;v26_HRC3;1.7575;2.875;HRC3;packetLoss;H.264;2000;0.05;-;-
v26;v26_HRC4;2.806;3.0;HRC4;packetLoss;H.265;1000;0.03;-;-
v26;v26_HRC5;3.0725;2.75;HRC5;packetLoss;H.265;8000;0.01;-;-
v26;v26_HRC6;1.6633333330000002;2.0;HRC6;frameFreezing;H.265;200;-;3;8
v26;v26_HRC7;2.35;3.0;HRC7;frameFreezing;H.264;800;-;3;7
v26;v26_HRC8;2.905;3.5;HRC8;frameFreezing;H.265;1000;-;2;4
v26;v26_HRC9;3.59;2.8;HRC9;frameFreezing;H.264;2000;-;2;4
v37;v37_ANC1;3.432857143;3.142857143;ANC1;packetLoss;-;-;-;-;-
v37;v37_ANC2;4.145;3.5;ANC2;frameFreezing;-;-;-;0;0
v37;v37_HRC1;2.56;3.0;HRC1;packetLoss;H.264;500;0.1;-;-
v37;v37_HRC10;3.878;2.4;HRC10;frameFreezing;H.264;16000;-;1;2
v37;v37_HRC2;1.8075;2.25;HRC2;packetLoss;H.265;400;0.08;-;-
v37;v37_HRC3;2.0;3.0;HRC3;packetLoss;H.264;2000;0.05;-;-
v37;v37_HRC4;2.452;3.4;HRC4;packetLoss;H.265;1000;0.03;-;-
v37;v37_HRC5;3.192222222;2.555555556;HRC5;packetLoss;H.265;8000;0.01;-;-
v37;v37_HRC6;1.315;2.5;HRC6;frameFreezing;H.265;200;-;3;8
v37;v37_HRC7;1.973333333;2.666666667;HRC7;frameFreezing;H.264;800;-;3;7
v37;v37_HRC8;2.76125;2.25;HRC8;frameFreezing;H.265;1000;-;2;4
v37;v37_HRC9;2.926;2.0;HRC9;frameFreezing;H.264;2000;-;2;4
v38;v38_ANC1;4.008;3.4;ANC1;packetLoss;-;-;-;-;-
v38;v38_ANC2;4.516666667;3.5;ANC2;frameFreezing;-;-;-;0;0
v38;v38_HRC1;1.6916666669999998;2.833333333;HRC1;packetLoss;H.264;500;0.1;-;-
v38;v38_HRC10;3.93;5.0;HRC10;frameFreezing;H.264;16000;-;1;2
v38;v38_HRC2;1.96125;3.625;HRC2;packetLoss;H.265;400;0.08;-;-
v38;v38_HRC3;2.447142857;3.428571429;HRC3;packetLoss;H.264;2000;0.05;-;-
v38;v38_HRC4;2.82;3.428571429;HRC4;packetLoss;H.265;1000;0.03;-;-
v38;v38_HRC5;3.628333333;3.833333333;HRC5;packetLoss;H.265;8000;0.01;-;-
v38;v38_HRC6;1.7525;3.5;HRC6;frameFreezing;H.265;200;-;3;8
v38;v38_HRC7;2.082;3.0;HRC7;frameFreezing;H.264;800;-;3;7
v38;v38_HRC8;3.67;4.0;HRC8;frameFreezing;H.265;1000;-;2;4
v38;v38_HRC9;2.5839999999999996;3.0;HRC9;frameFreezing;H.264;2000;-;2;4
v55;v55_ANC1;4.29;3.75;ANC1;packetLoss;-;-;-;-;-
v55;v55_ANC2;4.95;4.2;ANC2;frameFreezing;-;-;-;0;0
v55;v55_HRC1;1.6580000000000001;3.2;HRC1;packetLoss;H.264;500;0.1;-;-
v55;v55_HRC10;3.7680000000000002;3.2;HRC10;frameFreezing;H.264;16000;-;1;2
v55;v55_HRC2;2.24;3.0;HRC2;packetLoss;H.265;400;0.08;-;-
v55;v55_HRC3;2.075;3.5;HRC3;packetLoss;H.264;2000;0.05;-;-
v55;v55_HRC4;2.873333333;2.666666667;HRC4;packetLoss;H.265;1000;0.03;-;-
v55;v55_HRC5;3.61875;3.5;HRC5;packetLoss;H.265;8000;0.01;-;-
v55;v55_HRC6;1.8719999999999999;3.4;HRC6;frameFreezing;H.265;200;-;3;8
v55;v55_HRC7;2.176;2.8;HRC7;frameFreezing;H.264;800;-;3;7
v55;v55_HRC8;2.58;3.166666667;HRC8;frameFreezing;H.265;1000;-;2;4
v55;v55_HRC9;3.6325;3.25;HRC9;frameFreezing;H.264;2000;-;2;4
v41;v41_ANC1;4.411428571;3.571428571;ANC1;packetLoss;-;-;-;-;-
v41;v41_ANC2;4.4319999999999995;3.2;ANC2;frameFreezing;-;-;-;0;0
v41;v41_HRC1;1.888333333;3.333333333;HRC1;packetLoss;H.264;500;0.1;-;-
v41;v41_HRC10;4.346666667;3.333333333;HRC10;frameFreezing;H.264;16000;-;1;2
v41;v41_HRC2;2.044;2.6;HRC2;packetLoss;H.265;400;0.08;-;-
v41;v41_HRC3;2.941111111;3.4444444439999997;HRC3;packetLoss;H.264;2000;0.05;-;-
v41;v41_HRC4;2.805;4.0;HRC4;packetLoss;H.265;1000;0.03;-;-
v41;v41_HRC5;3.99;3.222222222;HRC5;packetLoss;H.265;8000;0.01;-;-
v41;v41_HRC6;1.9533333330000002;3.333333333;HRC6;frameFreezing;H.265;200;-;3;8
v41;v41_HRC7;2.37;2.833333333;HRC7;frameFreezing;H.264;800;-;3;7
v41;v41_HRC8;3.635;2.75;HRC8;frameFreezing;H.265;1000;-;2;4
v41;v41_HRC9;2.745;3.5;HRC9;frameFreezing;H.264;2000;-;2;4
v43;v43_ANC1;4.688333333;3.666666667;ANC1;packetLoss;-;-;-;-;-
v43;v43_ANC2;4.3;3.0;ANC2;frameFreezing;-;-;-;0;0
v43;v43_HRC1;2.1959999999999997;2.8;HRC1;packetLoss;H.264;500;0.1;-;-
v43;v43_HRC10;4.166;3.4;HRC10;frameFreezing;H.264;16000;-;1;2
v43;v43_HRC2;2.17;2.25;HRC2;packetLoss;H.265;400;0.08;-;-
v43;v43_HRC3;2.6516666669999998;3.333333333;HRC3;packetLoss;H.264;2000;0.05;-;-
v43;v43_HRC4;1.55;4.0;HRC4;packetLoss;H.265;1000;0.03;-;-
v43;v43_HRC5;3.246666667;3.5;HRC5;packetLoss;H.265;8000;0.01;-;-
v43;v43_HRC6;2.115;2.833333333;HRC6;frameFreezing;H.265;200;-;3;8
v43;v43_HRC7;2.64875;2.125;HRC7;frameFreezing;H.264;800;-;3;7
v43;v43_HRC8;3.45;2.5;HRC8;frameFreezing;H.265;1000;-;2;4
