refFile;testFile;HRC;score;Mqs;adaptationAlgo;netcond;ssim;psnr;biqiProcess;brisqueProcess;niqeProcess;viideoProcess;diivineProcess;biqi;brisque;niqe;diivine;viideo;linear;minkowski;power
SP;Sparks_OracleVMAFViterbiQualityBasedAdaptor_Trace_2;TC09;-0.026597977;3.061501561;OracleVMAFViterbiQualityBasedAdaptor;Trace_2;0.934426511;32.29602604;0;0;0;0;0;42.27183447;52.38323333;6.336448313;0.445687566;0.651334915;-8.243145864;0.572083885;26.92416685
SP;Sparks_OracleVMAFViterbiQualityBasedAdaptor_Trace_3;TC10;0.507776943;3.628215297;OracleVMAFViterbiQualityBasedAdaptor;Trace_3;0.951004611;33.91019052;0;0;0;0;0;43.36346672;51.61720952;5.888738815;0.373275489;0.635241546;-8.276071635;0.540997064;26.924126
SP;Sparks_OracleVMAFViterbiQualityBasedAdaptor_Trace_4;TC11;-0.8792451;2.157254713;OracleVMAFViterbiQualityBasedAdaptor;Trace_4;0.930653936;31.67300953;0;0;0;0;0;36.90199285;55.29700769;6.57631318;0.537507519;0.713852758;-8.201395331;0.611104442;26.92422447
SP;Sparks_OracleVMAFViterbiQualityBasedAdaptor_Trace_5;TC12;0.878827827;4.021721101;OracleVMAFViterbiQualityBasedAdaptor;Trace_5;0.966231801;35.72534527;0;0;0;0;0;43.69610908;50.53530476;5.520017351;0.318571712;0.619811406;-8.300945443;0.517280055;26.92409803
SP;Sparks_OracleVMAFViterbiQualityBasedAdaptor_Trace_6;TC13;-1.447605286;1.554499022;OracleVMAFViterbiQualityBasedAdaptor;Trace_6;0.916943286;31.18122087;0;0;0;0;0;36.11518726;55.60414583;6.81397849;0.507565956;0.664255235;-8.21500976;0.598422947;26.92420499
SP;Sparks_SimpleThroughputBasedAdaptor_Trace_0;TC14;0.398232096;3.512041114;SimpleThroughputBasedAdaptor;Trace_0;0.952274698;34.39617441;0;0;0;0;0;42.11701135;50.36408261;5.819877682;0.378336315;0.719074887;-8.273770478;0.54318029;26.92412872
SP;Sparks_SimpleThroughputBasedAdaptor_Trace_1;TC15;0.52190772;3.643201227;SimpleThroughputBasedAdaptor;Trace_1;0.938200574;33.49897306;0;0;0;0;0;43.91317824;51.02060952;6.049958701;0.412883405;0.636369784;-8.258061916;0.558039754;26.92414782
SP;Sparks_SimpleThroughputBasedAdaptor_Trace_2;TC16;-0.213202391;2.86360439;SimpleThroughputBasedAdaptor;Trace_2;0.926782926;32.13483144;0;0;0;0;0;37.88903274;54.09681905;6.601270298;0.492244226;0.646824867;-8.22197655;0.591918262;26.92419528
SP;Sparks_SimpleThroughputBasedAdaptor_Trace_3;TC17;0.427138735;3.542697099;SimpleThroughputBasedAdaptor;Trace_3;0.947106442;34.06178073;0;0;0;0;0;43.06171044;51.16883478;5.930263396;0.393691311;0.707548492;-8.266788561;0.549794079;26.92413709
SP;Sparks_SimpleThroughputBasedAdaptor_Trace_4;TC18;-0.776755815;2.265946352;SimpleThroughputBasedAdaptor;Trace_4;0.919868531;31.53960882;0;0;0;0;0;37.27102337;55.69166923;6.603304694;0.542523139;0.729887911;-8.199114729;0.613225068;26.9242278
SP;Sparks_SimpleThroughputBasedAdaptor_Trace_5;TC19;0.95942131;4.107191868;SimpleThroughputBasedAdaptor;Trace_5;0.96105085;35.76351309;0;0;0;0;0;43.63965277;49.75499524;5.552707826;0.323080281;0.622590331;-8.298895396;0.519243515;26.92410024
SP;Sparks_SimpleThroughputBasedAdaptor_Trace_6;TC20;-1.472989875;1.527578231;SimpleThroughputBasedAdaptor;Trace_6;0.918044295;31.29631409;0;0;0;0;0;37.17333909;55.93415833;6.74445289;0.504841897;0.689690597;-8.216248389;0.597267255;26.92420325
SP;Sparks_VMAFViterbiQualityBasedAdaptor_Trace_0;TC21;0.135975273;3.233913271;VMAFViterbiQualityBasedAdaptor;Trace_0;0.951600199;33.90571171;0;0;0;0;0;41.48748406;51.25586364;5.962585454;0.378966642;0.623533387;-8.273483868;0.543452092;26.92412906
SP;Sparks_VMAFViterbiQualityBasedAdaptor_Trace_1;TC22;0.109301816;3.205625614;VMAFViterbiQualityBasedAdaptor;Trace_1;0.941019699;33.22966924;0;0;0;0;0;42.05629783;52.18998095;6.060906872;0.413156844;0.644278113;-8.257937583;0.558157073;26.92414798
SP;Sparks_VMAFViterbiQualityBasedAdaptor_Trace_2;TC23;-0.254247121;2.820075753;VMAFViterbiQualityBasedAdaptor;Trace_2;0.932044988;32.10459993;0;0;0;0;0;41.06847035;52.83221429;6.390726806;0.46214371;0.652330115;-8.235663255;0.579107069;26.92417671
SP;Sparks_VMAFViterbiQualityBasedAdaptor_Trace_3;TC24;0.478753977;3.597435945;VMAFViterbiQualityBasedAdaptor;Trace_3;0.946193342;33.8561315;0;0;0;0;0;42.09928602;51.46912857;5.969343419;0.398518091;0.621278819;-8.264593824;0.551869984;26.92413976
SP;Sparks_VMAFViterbiQualityBasedAdaptor_Trace_4;TC25;-1.0475402;1.978774883;VMAFViterbiQualityBasedAdaptor;Trace_4;0.926108004;31.45770894;0;0;0;0;0;37.31674878;55.19342308;6.559618887;0.532141889;0.713852758;-8.203835083;0.608834681;26.92422093
SP;Sparks_VMAFViterbiQualityBasedAdaptor_Trace_5;TC26;1.00192638;4.152269221;VMAFViterbiQualityBasedAdaptor;Trace_5;0.965904797;35.53352666;0;0;0;0;0;43.37948883;50.46418571;5.542670556;0.321815812;0.618900679;-8.29947035;0.518693014;26.92409962
SP;Sparks_VMAFViterbiQualityBasedAdaptor_Trace_6;TC27;-1.296093388;1.715179979;VMAFViterbiQualityBasedAdaptor;Trace_6;0.916943286;31.18122087;0;0;0;0;0;36.11518726;55.60414583;6.81397849;0.504594135;0.664255235;-8.216361047;0.597162125;26.9242031
SB;Skateboarding_HuangBufferBasedAdaptor_Trace_0;TC00;-0.384436459;2.682007734;HuangBufferBasedAdaptor;Trace_0;0.956496291;36.29674821;0;0;0;0;0;39.34856323;59.86979;7.890063445;0.641980105;0.428295146;-8.153891646;0.655079834;26.92429739
SB;Skateboarding_HuangBufferBasedAdaptor_Trace_1;TC01;-0.401646455;2.66375624;HuangBufferBasedAdaptor;Trace_1;0.955098856;36.31567556;0;0;0;0;0;40.13335147;62.62281;8.113712749;0.661677691;0.452597562;-8.144935154;0.663329074;26.92431197
SB;Skateboarding_HuangBufferBasedAdaptor_Trace_2;TC02;-0.516837092;2.5415946;HuangBufferBasedAdaptor;Trace_2;0.947718718;35.37160529;0;0;0;0;0;41.45751472;64.275265;8.450151307;0.771615458;0.447549428;-8.094946451;0.709164156;26.92439795
SB;Skateboarding_HuangBufferBasedAdaptor_Trace_3;TC03;-0.312211173;2.758603885;HuangBufferBasedAdaptor;Trace_3;0.953231423;35.82906413;0;0;0;0;0;39.02283333;62.28725;8.142562931;0.729514762;0.44324034;-8.114089638;0.691650495;26.92436411
SB;Skateboarding_HuangBufferBasedAdaptor_Trace_4;TC04;-1.098959145;1.924244213;HuangBufferBasedAdaptor;Trace_4;0.941914302;34.41154299;0;0;0;0;0;40.29871077;64.59102;8.352824168;0.792601176;0.621283385;-8.085404245;0.717877565;26.92441523
SB;Skateboarding_HuangBufferBasedAdaptor_Trace_5;TC05;0.064022761;3.157606402;HuangBufferBasedAdaptor;Trace_5;0.962535131;37.21599781;0;0;0;0;0;38.76536117;59.765625;7.804136455;0.597005186;0.426321537;-8.174341742;0.636196947;26.92426507
SB;Skateboarding_HuangBufferBasedAdaptor_Trace_6;TC06;-1.050945104;1.975163924;HuangBufferBasedAdaptor;Trace_6;0.931904162;33.62632806;0;0;0;0;0;41.51146943;66.67649048;8.809815317;0.89558737;0.453731318;-8.038576423;0.760493981;26.92450385
SB;Skateboarding_OracleVMAFViterbiQualityBasedAdaptor_Trace_0;TC07;0.161710176;3.261205576;OracleVMAFViterbiQualityBasedAdaptor;Trace_0;0.968783757;37.68945059;0;0;0;0;0;40.33942471;57.74269;7.640884562;0.521105792;0.432373861;-8.208853196;0.604162402;26.92421372
SB;Skateboarding_OracleVMAFViterbiQualityBasedAdaptor_Trace_1;TC08;-0.152910196;2.927545294;OracleVMAFViterbiQualityBasedAdaptor;Trace_1;0.964508509;37.03041017;0;0;0;0;0;41.73683026;59.36931;8.007577432;0.581133306;0.433573408;-8.181558686;0.62951626;26.924254
SB;Skateboarding_OracleVMAFViterbiQualityBasedAdaptor_Trace_2;TC09;-0.33499592;2.734440271;OracleVMAFViterbiQualityBasedAdaptor;Trace_2;0.955134171;35.86300589;0;0;0;0;0;40.84917851;62.87335;8.282378473;0.720654395;0.436312497;-8.118118447;0.687958724;26.92435714
SB;Skateboarding_OracleVMAFViterbiQualityBasedAdaptor_Trace_3;TC10;0.11723944;3.2140436;OracleVMAFViterbiQualityBasedAdaptor;Trace_3;0.967920918;37.57876194;0;0;0;0;0;40.60450725;57.58724;7.590359325;0.535737118;0.41667521;-8.202200332;0.610355662;26.9242233
SB;Skateboarding_OracleVMAFViterbiQualityBasedAdaptor_Trace_4;TC11;-0.996526591;2.032875688;OracleVMAFViterbiQualityBasedAdaptor;Trace_4;0.947390599;34.98366428;0;0;0;0;0;39.84935468;64.041892;8.268051451;0.751166071;0.612847467;-8.104244788;0.700662999;26.92438138
SB;Skateboarding_OracleVMAFViterbiQualityBasedAdaptor_Trace_5;TC12;0.530138477;3.651930086;OracleVMAFViterbiQualityBasedAdaptor;Trace_5;0.974269737;39.05430013;0;0;0;0;0;39.38118423;55.476835;7.111100214;0.441880824;0.436225359;-8.244876789;0.570457203;26.9241646
SB;Skateboarding_OracleVMAFViterbiQualityBasedAdaptor_Trace_6;TC13;-0.992601855;2.037037937;OracleVMAFViterbiQualityBasedAdaptor;Trace_6;0.937857039;34.09034155;0;0;0;0;0;41.34446824;66.01021429;8.736210942;0.874808967;0.450178236;-8.048024363;0.751913868;26.92448547
SB;Skateboarding_SimpleThroughputBasedAdaptor_Trace_0;TC14;-0.008998178;3.080166448;SimpleThroughputBasedAdaptor;Trace_0;0.969466505;37.61033811;0;0;0;0;0;40.21538775;58.9176;7.73183671;0.571704974;0.439399621;-8.185845748;0.625543359;26.92424751
SB;Skateboarding_SimpleThroughputBasedAdaptor_Trace_1;TC15;0.045154081;3.137595845;SimpleThroughputBasedAdaptor;Trace_1;0.963165807;36.81181818;0;0;0;0;0;41.06148331;58.864655;7.964716089;0.577739578;0.419863659;-8.183101814;0.628086597;26.92425166
SB;Skateboarding_SimpleThroughputBasedAdaptor_Trace_2;TC16;-0.712911175;2.333654684;SimpleThroughputBasedAdaptor;Trace_2;0.948506583;35.23409689;0;0;0;0;0;40.26016533;63.53566;8.442838638;0.757302491;0.416844758;-8.101454557;0.703215119;26.92438632
SB;Skateboarding_SimpleThroughputBasedAdaptor_Trace_3;TC17;0.117511125;3.214331727;SimpleThroughputBasedAdaptor;Trace_3;0.963391252;36.91007826;0;0;0;0;0;39.74472236;59.48008571;7.762767657;0.560410296;0.491966743;-8.190981438;0.620779583;26.92423981
SB;Skateboarding_SimpleThroughputBasedAdaptor_Trace_4;TC18;-1.197728868;1.819497234;SimpleThroughputBasedAdaptor;Trace_4;0.939473482;34.25905824;0;0;0;0;0;40.42320127;65.333324;8.39071888;0.79871463;0.621283385;-8.082624458;0.720413931;26.92442031
SB;Skateboarding_SimpleThroughputBasedAdaptor_Trace_5;TC19;0.916052204;4.06119819;SimpleThroughputBasedAdaptor;Trace_5;0.975418083;38.90795565;0;0;0;0;0;39.76807466;55.94832;7.159719464;0.450335609;0.439570675;-8.241032399;0.57406902;26.92416961
SB;Skateboarding_SimpleThroughputBasedAdaptor_Trace_6;TC20;-0.967150269;2.064029779;SimpleThroughputBasedAdaptor;Trace_6;0.93325586;33.78743802;0;0;0;0;0;41.1651875;66.51275714;8.703680665;0.8625563;0.440927304;-8.05359565;0.746850198;26.92447474
SB;Skateboarding_VMAFViterbiQualityBasedAdaptor_Trace_0;TC21;-0.121553746;2.960799345;VMAFViterbiQualityBasedAdaptor;Trace_0;0.965636254;37.33393311;0;0;0;0;0;40.08864564;57.37557619;7.430801752;0.524249142;0.422710922;-8.207423915;0.605493709;26.92421577
SB;Skateboarding_VMAFViterbiQualityBasedAdaptor_Trace_1;TC22;-0.231305272;2.844405976;VMAFViterbiQualityBasedAdaptor;Trace_1;0.960267641;36.76284578;0;0;0;0;0;40.72744826;59.98076;8.019098958;0.605160124;0.434993778;-8.170633692;0.63962596;26.92427083
SB;Skateboarding_VMAFViterbiQualityBasedAdaptor_Trace_2;TC23;-0.503379724;2.555866369;VMAFViterbiQualityBasedAdaptor;Trace_2;0.953646975;35.70248875;0;0;0;0;0;40.3231393;63.302405;8.363475645;0.723865637;0.437543873;-8.116658295;0.689296969;26.92435966
SB;Skateboarding_VMAFViterbiQualityBasedAdaptor_Trace_3;TC24;0.138007261;3.236068229;VMAFViterbiQualityBasedAdaptor;Trace_3;0.963051054;36.94118896;0;0;0;0;0;41.21170834;58.55397;7.729750903;0.618536853;0.421330121;-8.164551293;0.645245636;26.92428037
SB;Skateboarding_VMAFViterbiQualityBasedAdaptor_Trace_4;TC25;-1.012505567;2.01592971;VMAFViterbiQualityBasedAdaptor;Trace_4;0.945406554;34.86541815;0;0;0;0;0;39.86017062;64.17296;8.283941714;0.744421455;0.621419539;-8.107311564;0.697856819;26.92437597
SB;Skateboarding_VMAFViterbiQualityBasedAdaptor_Trace_5;TC26;0.636488543;3.764716149;VMAFViterbiQualityBasedAdaptor;Trace_5;0.975095626;38.95582682;0;0;0;0;0;39.02214196;56.495155;7.212503902;0.453023293;0.443566985;-8.239810309;0.575216384;26.92417122
SB;Skateboarding_VMAFViterbiQualityBasedAdaptor_Trace_6;TC27;-1.076905041;1.947632968;VMAFViterbiQualityBasedAdaptor;Trace_6;0.936218356;34.006627;0;0;0;0;0;41.64089649;66.36456667;8.790614387;0.886023465;0.453731318;-8.04292513;0.756545796;26.92449536
GTA;GTA_HuangBufferBasedAdaptor_Trace_0;TC00;-0.235401759;2.840061581;HuangBufferBasedAdaptor;Trace_0;0.846257523;30.73258602;0;0;0;0;0;40.25474419;52.115395;6.823027524;0.381086437;0.61695947;-8.272519997;0.544365968;26.9241302
GTA;GTA_HuangBufferBasedAdaptor_Trace_1;TC01;-0.683803342;2.364524038;HuangBufferBasedAdaptor;Trace_1;0.84695715;30.2557585;0;0;0;0;0;40.45772301;53.836035;6.859967445;0.412892601;0.638875757;-8.258057734;0.558043699;26.92414783
GTA;GTA_HuangBufferBasedAdaptor_Trace_2;TC02;-1.123776202;1.8979253;HuangBufferBasedAdaptor;Trace_2;0.821976045;29.39936625;0;0;0;0;0;39.99614158;58.052915;7.398930829;0.523535386;0.622362963;-8.20774846;0.605191448;26.9242153
GTA;GTA_HuangBufferBasedAdaptor_Trace_3;TC03;-0.37353076;2.693573415;HuangBufferBasedAdaptor;Trace_3;0.847056652;30.31079681;0;0;0;0;0;38.85298428;54.407705;6.968200293;0.446125401;0.633089415;-8.24294678;0.572270929;26.92416711
GTA;GTA_HuangBufferBasedAdaptor_Trace_4;TC04;-1.5184643;1.479351826;HuangBufferBasedAdaptor;Trace_4;0.800578632;28.56238707;0;0;0;0;0;37.73664496;59.96454348;7.726812089;0.572374976;0.609988511;-8.185541098;0.625825794;26.92424796
GTA;GTA_HuangBufferBasedAdaptor_Trace_5;TC05;-0.178224376;2.900699173;HuangBufferBasedAdaptor;Trace_5;0.868310835;31.65145218;0;0;0;0;0;40.90185814;49.004995;6.327215547;0.293894627;0.627600747;-8.312166113;0.506502347;26.92408628
GTA;GTA_HuangBufferBasedAdaptor_Trace_6;TC06;-1.533745621;1.463145724;HuangBufferBasedAdaptor;Trace_6;0.792722917;28.13001549;0;0;0;0;0;38.2091646;62.23408;7.996667067;0.663643423;0.570242295;-8.144041336;0.664151648;26.92431344
GTA;GTA_OracleVMAFViterbiQualityBasedAdaptor_Trace_0;TC07;-0.241758394;2.833320261;OracleVMAFViterbiQualityBasedAdaptor;Trace_0;0.875828201;31.45349438;0;0;0;0;0;44.83757587;48.51153;6.078702181;0.263804014;0.631527428;-8.325848315;0.493283046;26.92407272
GTA;GTA_OracleVMAFViterbiQualityBasedAdaptor_Trace_1;TC08;-0.656156273;2.393844227;OracleVMAFViterbiQualityBasedAdaptor;Trace_1;0.866665721;30.77417624;0;0;0;0;0;39.55566316;51.949955;6.443573227;0.331933532;0.644474186;-8.294869823;0.523094238;26.92410463
GTA;GTA_OracleVMAFViterbiQualityBasedAdaptor_Trace_2;TC09;-0.940128725;2.092686588;OracleVMAFViterbiQualityBasedAdaptor;Trace_2;0.843118335;30.0150321;0;0;0;0;0;36.48627902;55.399895;7.030434071;0.430368644;0.635289002;-8.250111378;0.565533061;26.92415786
GTA;GTA_OracleVMAFViterbiQualityBasedAdaptor_Trace_3;TC10;-0.084072196;3.000549169;OracleVMAFViterbiQualityBasedAdaptor;Trace_3;0.875666262;31.35124115;0;0;0;0;0;41.56038973;49.675605;6.264131043;0.290241934;0.631507062;-8.313826993;0.504902375;26.92408459
GTA;GTA_OracleVMAFViterbiQualityBasedAdaptor_Trace_4;TC11;-1.651724414;1.338027198;OracleVMAFViterbiQualityBasedAdaptor;Trace_4;0.811059799;29.16932818;0;0;0;0;0;38.46356838;58.08267391;7.522489165;0.522092546;0.607415648;-8.208404519;0.604580369;26.92421436
GTA;GTA_OracleVMAFViterbiQualityBasedAdaptor_Trace_5;TC12;0.341944663;3.45234733;OracleVMAFViterbiQualityBasedAdaptor;Trace_5;0.899933495;32.50908487;0;0;0;0;0;42.96028435;45.17072;5.768148739;0.208468305;0.629922194;-8.351009462;0.468708647;26.92405009
GTA;GTA_OracleVMAFViterbiQualityBasedAdaptor_Trace_6;TC13;-1.287363818;1.724437837;OracleVMAFViterbiQualityBasedAdaptor;Trace_6;0.803066586;28.70536872;0;0;0;0;0;39.22831468;60.21657;7.839111669;0.594155042;0.578810975;-8.175637702;0.634997954;26.92426307
GTA;GTA_SimpleThroughputBasedAdaptor_Trace_0;TC14;-0.267051608;2.806496375;SimpleThroughputBasedAdaptor;Trace_0;0.880224421;31.19772318;0;0;0;0;0;42.56294891;49.17871429;0;0.246490066;0.648803901;-8.333720967;0.48563379;26.9240653
GTA;GTA_SimpleThroughputBasedAdaptor_Trace_1;TC15;-0.680087423;2.368464834;SimpleThroughputBasedAdaptor;Trace_1;0.859428648;30.56353642;0;0;0;0;0;38.32829529;52.469965;6.59999083;0.350870976;0.631507062;-8.286258967;0.531310515;26.92411424
GTA;GTA_SimpleThroughputBasedAdaptor_Trace_2;TC16;-1.269641524;1.743232633;SimpleThroughputBasedAdaptor;Trace_2;0.815243481;29.33129792;0;0;0;0;0;39.21959865;58.22751;7.527922115;0.540680942;0.583782593;-8.199952376;0.612446299;26.92422657
GTA;GTA_SimpleThroughputBasedAdaptor_Trace_3;TC17;-0.833855735;2.205390911;SimpleThroughputBasedAdaptor;Trace_3;0.868877627;30.58344603;0;0;0;0;0;40.63111834;51.64929524;6.429008966;0.321175533;0.640660971;-8.299761485;0.518414212;26.92409931
GTA;GTA_SimpleThroughputBasedAdaptor_Trace_4;TC18;-1.705948831;1.280521277;SimpleThroughputBasedAdaptor;Trace_4;0.79699084;28.38955187;0;0;0;0;0;37.5299324;60.50301739;7.793288947;0.591182916;0.609988511;-8.176989128;0.633747336;26.92426099
GTA;GTA_SimpleThroughputBasedAdaptor_Trace_5;TC19;0.346736699;3.457429366;SimpleThroughputBasedAdaptor;Trace_5;0.8954264;32.20827186;0;0;0;0;0;44.47054767;46.18677;5.888123628;0.225178704;0.619340042;-8.343411243;0.476170227;26.92405659
GTA;GTA_SimpleThroughputBasedAdaptor_Trace_6;TC20;-1.670820399;1.317775579;SimpleThroughputBasedAdaptor;Trace_6;0.792039835;28.10275679;0;0;0;0;0;38.1711039;61.91613;7.999875714;0.646618012;0.570242295;-8.15178279;0.657023266;26.9243008
GTA;GTA_VMAFViterbiQualityBasedAdaptor_Trace_0;TC21;-0.427941289;2.635870119;VMAFViterbiQualityBasedAdaptor;Trace_0;0.876430093;31.28120097;0;0;0;0;0;40.07826275;50.012125;6.299831487;0.295575572;0.635090259;-8.311401787;0.507238226;26.92408707
GTA;GTA_VMAFViterbiQualityBasedAdaptor_Trace_1;TC22;-0.939040424;2.09384075;VMAFViterbiQualityBasedAdaptor;Trace_1;0.860194712;30.48360354;0;0;0;0;0;39.94002349;52.63569;6.601737272;0.344773535;0.638832391;-8.289031474;0.528668029;26.92411111
GTA;GTA_VMAFViterbiQualityBasedAdaptor_Trace_2;TC23;-0.986808502;2.043181887;VMAFViterbiQualityBasedAdaptor;Trace_2;0.837809669;29.96158534;0;0;0;0;0;37.63174863;55.68611;7.114612644;0.447326318;0.617173452;-8.242400723;0.572783911;26.92416782
GTA;GTA_VMAFViterbiQualityBasedAdaptor_Trace_3;TC24;-0.7189465;2.327254118;VMAFViterbiQualityBasedAdaptor;Trace_3;0.871571105;31.02870958;0;0;0;0;0;40.51085174;50.604765;6.371069689;0.326759733;0.624998848;-8.297222349;0.520844661;26.92410206
GTA;GTA_VMAFViterbiQualityBasedAdaptor_Trace_4;TC25;-1.63325097;1.357618601;VMAFViterbiQualityBasedAdaptor;Trace_4;0.804604254;29.0247735;0;0;0;0;0;39.26837602;58.10355652;7.525574332;0.539898819;0.609988511;-8.200308007;0.612115623;26.92422606
GTA;GTA_VMAFViterbiQualityBasedAdaptor_Trace_5;TC26;0.278560771;3.385127629;VMAFViterbiQualityBasedAdaptor;Trace_5;0.898647752;32.37263298;0;0;0;0;0;43.04758302;45.711475;5.766510482;0.204177025;0.629922194;-8.352960707;0.466786172;26.92404846
GTA;GTA_VMAFViterbiQualityBasedAdaptor_Trace_6;TC27;-1.601935768;1.390828908;VMAFViterbiQualityBasedAdaptor;Trace_6;0.798457829;28.53017394;0;0;0;0;0;38.82769984;60.95165;7.887720837;0.62644799;0.570294118;-8.160954099;0.648566307;26.92428607
MC;MeridianConversation_HuangBufferBasedAdaptor_Trace_0;TC00;0.875498753;4.018190562;HuangBufferBasedAdaptor;Trace_0;0.990062379;41.13861925;0;0;0;0;0;39.70202956;56.600495;5.887500439;0.832082652;0.779732461;-8.067452018;0.734242569;26.92444846
MC;MeridianConversation_HuangBufferBasedAdaptor_Trace_1;TC01;0.634952203;3.763086834;HuangBufferBasedAdaptor;Trace_1;0.988581735;40.60680349;0;0;0;0;0;40.230494;59.44958;6.116844189;0.897622717;0.760745087;-8.037650951;0.761333981;26.92450567
MC;MeridianConversation_HuangBufferBasedAdaptor_Trace_2;TC02;0.503260273;3.623425291;HuangBufferBasedAdaptor;Trace_2;0.987035119;40.11291923;0;0;0;0;0;40.34827447;61.458535;6.315042309;0.917895028;0.749057837;-8.028433131;0.769696077;26.92452387
MC;MeridianConversation_HuangBufferBasedAdaptor_Trace_3;TC03;1.029832697;4.181864347;HuangBufferBasedAdaptor;Trace_3;0.988911263;40.74717273;0;0;0;0;0;40.08333753;58.52693;6.056977703;0.86638506;0.732987237;-8.051854713;0.748432847;26.92447808
MC;MeridianConversation_HuangBufferBasedAdaptor_Trace_4;TC04;-0.225138093;2.850946374;HuangBufferBasedAdaptor;Trace_4;0.985031188;39.48274783;0;0;0;0;0;38.75793065;63.84876667;6.59136592;1;0.761964088;-7.9911;0.803485851;26.9246
MC;MeridianConversation_HuangBufferBasedAdaptor_Trace_5;TC05;1.272356871;4.439065379;HuangBufferBasedAdaptor;Trace_5;0.99139767;41.57762429;0;0;0;0;0;39.1205587;54.0628;5.70163554;0.808899762;0.743323834;-8.077993278;0.724637627;26.92442883
MC;MeridianConversation_HuangBufferBasedAdaptor_Trace_6;TC06;-0.064681722;3.021113098;HuangBufferBasedAdaptor;Trace_6;0.982760735;38.89774789;0;0;0;0;0;40.66291858;63.92437;6.714895232;0.989146269;0.770199594;-7.996035191;0.799025869;26.92458972
MC;MeridianConversation_OracleVMAFViterbiQualityBasedAdaptor_Trace_0;TC07;1.512387942;4.693622432;OracleVMAFViterbiQualityBasedAdaptor;Trace_0;0.992992148;41.98694011;0;0;0;0;0;40.26332745;55.5564;5.627588169;0.758080689;0.748796098;-8.101100711;0.703538701;26.92438695
MC;MeridianConversation_OracleVMAFViterbiQualityBasedAdaptor_Trace_1;TC08;1.287298709;4.454911453;OracleVMAFViterbiQualityBasedAdaptor;Trace_1;0.991492976;41.45335513;0;0;0;0;0;40.31014389;57.5509;5.803408215;0.812975617;0.754071594;-8.076139987;0.726327182;26.92443226
MC;MeridianConversation_OracleVMAFViterbiQualityBasedAdaptor_Trace_2;TC09;0.786380175;3.923678786;OracleVMAFViterbiQualityBasedAdaptor;Trace_2;0.989697175;40.82510901;0;0;0;0;0;40.36858397;60.011435;6.092078255;0.844292638;0.749861074;-8.061900138;0.739296511;26.92445892
MC;MeridianConversation_OracleVMAFViterbiQualityBasedAdaptor_Trace_3;TC10;1.401721079;4.576258333;OracleVMAFViterbiQualityBasedAdaptor;Trace_3;0.992411511;41.76656809;0;0;0;0;0;40.50881792;56.13333;5.682260774;0.757407593;0.757642745;-8.101406767;0.703258822;26.92438641
MC;MeridianConversation_OracleVMAFViterbiQualityBasedAdaptor_Trace_4;TC11;-0.20377392;2.873603445;OracleVMAFViterbiQualityBasedAdaptor;Trace_4;0.986958444;40.04068394;0;0;0;0;0;38.73521143;63.17949167;6.393260527;0.964804721;0.768854187;-8.007103293;0.789016164;26.9245669
MC;MeridianConversation_OracleVMAFViterbiQualityBasedAdaptor_Trace_5;TC12;1.639954587;4.82890904;OracleVMAFViterbiQualityBasedAdaptor;Trace_5;0.99365523;42.36766112;0;0;0;0;0;38.91338272;49.910215;5.434316139;0.721012645;0.738869092;-8.11795555;0.688108034;26.92435742
MC;MeridianConversation_OracleVMAFViterbiQualityBasedAdaptor_Trace_6;TC13;-0.002474448;3.087084976;OracleVMAFViterbiQualityBasedAdaptor;Trace_6;0.983449627;39.06821473;0;0;0;0;0;40.97740134;63.74888;6.612239202;0.970952836;0.770199594;-8.004307745;0.791545359;26.92457263
MC;MeridianConversation_SimpleThroughputBasedAdaptor_Trace_0;TC14;1.221013208;4.384614547;SimpleThroughputBasedAdaptor;Trace_0;0.993377849;42.06688235;0;0;0;0;0;39.50694641;55.48828095;5.537703503;0.755695571;0.736285977;-8.102185224;0.702546898;26.92438503
MC;MeridianConversation_SimpleThroughputBasedAdaptor_Trace_1;TC15;1.036782527;4.189234761;SimpleThroughputBasedAdaptor;Trace_1;0.990798265;41.20954616;0;0;0;0;0;40.63931186;58.69289;5.833145643;0.816874919;0.753269863;-8.074366974;0.727943196;26.92443554
MC;MeridianConversation_SimpleThroughputBasedAdaptor_Trace_2;TC16;0.431290475;3.54710009;SimpleThroughputBasedAdaptor;Trace_2;0.98707326;40.0563017;0;0;0;0;0;40.50633886;62.49290952;6.195353996;0.902396499;0.761448376;-8.035480312;0.763303831;26.92450993
MC;MeridianConversation_SimpleThroughputBasedAdaptor_Trace_3;TC17;0.993635042;4.143476115;SimpleThroughputBasedAdaptor;Trace_3;0.988794023;40.71721269;0;0;0;0;0;41.01913005;59.33613;5.889811916;0.836927907;0.766741379;-8.065248881;0.7362485;26.9244526
MC;MeridianConversation_SimpleThroughputBasedAdaptor_Trace_4;TC18;-0.424911166;2.639083616;SimpleThroughputBasedAdaptor;Trace_4;0.98417239;39.28379267;0;0;0;0;0;38.36935951;64.9156;6.616231524;0.976853715;0.728342846;-8.001624616;0.793972224;26.92457815
MC;MeridianConversation_SimpleThroughputBasedAdaptor_Trace_5;TC19;1.801282454;5;SimpleThroughputBasedAdaptor;Trace_5;0.993803299;42.36525201;0;0;0;0;0;39.72633263;53.459785;5.37942515;0.741164018;0.740043225;-8.108792721;0.6965011;26.92437337
